code;name_pl;name_en
V92.4;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, sailboat
V92.5;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak
V92.6;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, inflatable craft (nonpowered)
V92.7;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, water-skis
V92.8;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, other unpowered watercraft
V92.9;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft
V93;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;
V93.0;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, merchant ship
V93.1;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, passenger ship
V93.2;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, fishing boat
V93.3;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, other powered watercraft
V93.4;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, sailboat
V93.5;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, canoe or kayak
V93.6;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, inflatable craft (nonpowered)
V93.7;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, water-skis
V93.8;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, other unpowered watercraft
V93.9;Wypadek na jednostce pływającej bez wypadku samej jednostki, niepowodujący zanurzenia i tonięcia ofiary;Accident on board watercraft without accident to watercraft, not causing drowning and submersion, unspecified watercraft
V94;Inne i nieokreślone wypadki w transporcie wodnym;
V94.0;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, merchant ship
V94.1;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, passenger ship
V94.2;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, fishing boat
V94.3;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, other powered watercraft
V94.4;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, sailboat
V94.5;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, canoe or kayak
V94.6;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, inflatable craft (nonpowered)
V94.7;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, water-skis
V94.8;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, other unpowered watercraft
V94.9;Inne i nieokreślone wypadki w transporcie wodnym;Other and unspecified water transport accidents, unspecified watercraft
V95;Wypadek samolotu silnikowego powodujący uraz użytkownika;
V95.0;Wypadek helikoptera powodujący uraz użytkownika;Helicopter accident injuring occupant
V95.1;Wypadek ultralekkiego, lekkiego lub zasilanego szybowca powodujący uraz użytkownika;Ultralight, microlight or powered-glider accident injuring occupant
V95.2;Wypadek innej prywatnej skrzydłowej jednostki latającej, powodujący uraz użytkownika;Accident to other private fixed-wing aircraft, injuring occupant
V95.3;Wypadek komercyjnej skrzydłowej jednostki latającej, powodujący uraz użytkownika;Accident to commercial fixed-wing aircraft, injuring occupant
V95.4;Wypadek pojazdu kosmicznego powodujący uraz użytkownika;Spacecraft accident injuring occupant
V95.8;Inny wypadek lotniczy powodujący uraz użytkownika;Other aircraft accidents injuring occupant
V95.9;Nieokreślony wypadek lotniczy powodujący uraz użytkownika;Unspecified aircraft accident injuring occupant
V96;Wypadek samolotu bezsilnikowego powodujący uraz użytkownika;
V96.0;Wypadek balonu powodujący uraz użytkownika;Balloon accident injuring occupant
V96.1;Wypadek lotni powodujący uraz użytkownika;Hang-glider accident injuring occupant
V96.2;Wypadek szybowca (niezasilanego) powodujący uraz użytkownika;Glider (nonpowered) accident injuring occupant
V96.8;Inny wypadek jednostki lotniczej niezasilanej powodujący uraz użytkownika;Other nonpowered-aircraft accidents injuring occupant
V96.9;Nieokreślony wypadek jednostki lotniczej niezasilanej powodujący uraz użytkownika;Unspecified nonpowered-aircraft accident injuring occupant
V97;Inne określone wypadki w komunikacji lotniczej;
V97.0;Użytkownik samolotu ranny w innym określonym wypadku w komunikacji lotniczej;Occupant of aircraft injured in other specified air transport accidents
V97.1;Osoba ranna w trakcie wsiadania do samolotu lub wysiadania z samolotu;Person injured while boarding or alighting from aircraft
V97.2;Spadochroniarz ranny w wypadku w komunikacji lotniczej;Parachutist injured in air transport accident
V97.3;Osoba na ziemi ranna w wypadku lotniczym;Person on ground injured in air transport accident
V97.8;Inne wypadki lotnicze, niesklasyfikowane gdzie indziej;Other air transport accidents, not elsewhere classified
V98;Inne określone wypadki komunikacyjne;Other specified transport accidents
V99;Nieokreślony wypadek komunikacyjny;Unspecified transport accident
W00;Upadek na tym samym poziomie na lodzie i śniegu;Fall on same level involving ice and snow causing accidental injury
W01;Upadek na tym samym poziomie wskutek potknięcia, poślizgnięcia;Fall on same level from slipping, tripping and stumbling causing accidental injury
W02;Upadek na łyżwach, nartach, wrotkach i deskorolkach;Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury
W03;Upadek na tym samym poziomie wskutek kolizji lub popchnięcia przez inną osobę;Other fall on same level due to collision with, or pushing by, another person causing accidental injury
W04;Upadek osoby niesionej lub podtrzymywanej przez inne osoby;Fall while being carried or supported by other persons causing accidental injury
W05;Upadek z fotela bujanego;Fall involving wheelchair causing accidental injury
W06;Upadek z łóżka;Fall involving bed causing accidental injury
W07;Upadek z krzesła;Fall involving chair causing accidental injury
W08;Upadek z innego sprzętu;Fall involving other furniture causing accidental injury
W09;Upadek z urządzenia na placu zabaw;Fall involving playground equipment causing accidental injury
W10;Upadek na schodach i stopniach;Fall on and from stairs and steps causing accidental injury
W11;Upadek na drabinę i z drabiny;Fall on and from ladder causing accidental injury
W12;Upadek na rusztowanie i z rusztowania;Fall on and from scaffolding causing accidental injury
W13;Upadek z budynku lub budowli;Fall from, out of or through building or structure causing accidental injury
W14;Upadek z drzewa;Fall from tree causing accidental injury
W15;Upadek z urwiska;Fall from cliff causing accidental injury
W16;Nurkowanie lub skok do wody powodujący uraz inny niż zanurzenie i topienie;Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
W17;Inny upadek z jednego poziomu na drugi;Other fall from one level to another causing accidental injury
W18;Inny upadek na tym samym poziomie;Other fall on same level causing accidental injury
W19;Nieokreślony upadek;Unspecified fall causing accidental injury
W20;Uderzenie przez rzucony, wystający lub spadający przedmiot;Struck by thrown, projected or falling object causing accidental injury
W21;Uderzenie przez lub o sprzęt sportowy;Striking against or struck by sports equipment causing accidental injury
W22;Uderzenie przez lub o inny przedmiot;Striking against or struck by other objects causing accidental injury
W23;Pochwycenie, zgniecenie, ściśnięcie lub przyciśnięcie przez przedmioty;Caught, crushed, jammed or pinched in or between objects causing accidental injury
W24;Kontakt z urządzeniami wyciągowymi i transmisyjnymi, niesklasyfikowanymi gdzie indziej;Contact with lifting and transmission devices, not elsewhere classified causing accidental injury
W25;Kontakt z ostrym szkłem;Contact with sharp glass causing accidental injury
W26;Kontakt z nożem, szpadą lub sztyletem;Contact with knife, sword or dagger causing accidental injury
W27;Kontakt z niezasilanym narzędziem ręcznym;Contact with nonpowered hand tool causing accidental injury
W28;Kontakt z zasilaną kosiarką do trawy;Contact with powered lawnmower causing accidental injury
W29;Kontakt z innymi zasilanymi narzędziami ręcznymi i sprzętem gospodarstwa domowego;Contact with other powered hand tools and household machinery causing accidental injury
W30;Kontakt z maszyną rolniczą;Contact with agricultural machinery causing accidental injury
W31;Kontakt z inną i nieokreśloną maszyną;Contact with other and unspecified machinery causing accidental injury
W32;Wystrzał z broni krótkiej;Handgun discharge causing accidental injury
W33;Karabin, dubeltówka i długa broń palna;Rifle, shotgun and larger firearm discharge causing accidental injury
W34;Wystrzał z innej i nieokreślonej broni;Discharge from other and unspecified firearms causing accidental injury
W35;Wybuch i rozerwanie kotła;Explosion and rupture of boiler causing accidental injury
W36;Wybuch i rozerwanie zbiornika gazowego;Explosion and rupture of gas cylinder causing accidental injury
W37;Wybuch i rozerwanie znajdującej się pod ciśnieniem opony, rury lub węża;Explosion and rupture of pressurized tyre, pipe or hose causing accidental injury
W38;Wybuch i rozerwanie innego określonego urządzenia pod ciśnieniem;Explosion and rupture of other specified pressurized devices causing accidental injury
W39;Wystrzał ogni sztucznych;Discharge of firework causing accidental injury
W40;Wybuch innych materiałów;Explosion of other materials causing accidental injury
W41;Narażenie na działanie wysokociśnieniowego strumienia;Exposure to high-pressure jet causing accidental injury
W42;Narażenie na hałas;Exposure to noise causing accidental injury
W43;Narażenie na wibracje;Exposure to vibration causing accidental injury
W44;Ciało obce wnikające lub przechodzące przez oko lub naturalny otwór ciała;Foreign body entering into or through eye or natural orifice causing accidental injury
